15647679901	15280214634	20181117104440	1625
13319935953	14397114174	20181027111040	2069
16574556259	18101213362	20181111063947	1223
19683537146	16160892861	20180208205454	1086
19154926260	17405139883	20180802031059	1196
19602240179	14397114174	20180708112250	0205
16160892861	18840172592	20181207043218	0583
17336673697	17405139883	20181103151112	2192
16574556259	15305526350	20180529220840	0239
15244749863	16574556259	20180823013620	2704
17885275338	19154926260	20180717021710	2176
19602240179	16569963779	20180918055004	2154
19154926260	16569963779	20180811060835	0087
15280214634	15305526350	20180202114314	2168
17885275338	16569963779	20180227062542	2088
19602240179	15884588694	20180624000452	0717
19313925217	15305526350	20180409111520	0121
18101213362	17885275338	20180225110821	0808
16574556259	19313925217	20180518204023	0145
18101213362	18840172592	20180512095856	2519
15280214634	19154926260	20180522145349	1444
15280214634	19602240179	20180515114703	1697
18840172592	16160892861	20181107054326	0086
14171709460	17336673697	20181018150807	2570
15781588029	14930423697	20180907135451	2449
14410679238	16160892861	20180402222025	1467
16574556259	19683537146	20181023232230	2129
17336673697	19565082510	20180916150404	0428
14397114174	14171709460	20181219092814	2187
19313925217	14410679238	20180406170921	2283
15305526350	16160892861	20180808152331	0638
16569963779	17405139883	20181019013236	1381
18101213362	15647679901	20180503204012	1423
19313925217	15280214634	20180928235020	0371
15305526350	19683537146	20181113110206	0812
18840172592	14171709460	20180224103404	1581
15884588694	15305526350	20180103120801	2181
14171709460	16160892861	20180308060058	0159
14410679238	19313925217	20180105181211	1628
14171709460	17336673697	20180222031148	0914
15884588694	14410679238	20181223214245	1879
19154926260	19683537146	20180203055445	1075
15781588029	14171709460	20181126000251	0736
16574556259	17405139883	20180126211657	2527
18840172592	19565082510	20180601091626	0259
19154926260	15280214634	20181226151938	1520
15884588694	18840172592	20180906193058	1069
13319935953	19154926260	20180209130730	2558
16160892861	15244749863	20180201155941	1208
16160892861	19602240179	20180610071619	1689
19565082510	16160892861	20180218003913	1989
15884588694	15305526350	20180408043130	0199
19342117869	19565082510	20181110214918	1791
16569963779	19602240179	20181220035735	0758
13319935953	14410679238	20181112073652	2309
14930423697	18101213362	20181001070318	0887
15647679901	14397114174	20181112004607	0158
13319935953	15305526350	20180707200109	0194
14171709460	19602240179	20180415081132	1139
18840172592	14410679238	20180911072507	2236
15781588029	14930423697	20180810192702	2718
19602240179	15781588029	20180903104343	1594
15244749863	18840172592	20180402161815	2304
15280214634	14397114174	20180817173339	0397
19313925217	17885275338	20180117114509	2477
19154926260	14171709460	20180511214519	2349
19342117869	14410679238	20181207011334	1579
14397114174	19683537146	20180127204601	2536
17405139883	15280214634	20180408034611	0097
16569963779	15280214634	20180729031830	0503
19154926260	19313925217	20180722102945	0012
19313925217	15280214634	20180914121615	0633
16160892861	19313925217	20180424020905	0345
15244749863	18840172592	20180111014739	1294
15884588694	17885275338	20180420181545	1592
14171709460	16574556259	20180113035755	2233
15884588694	18840172592	20180504154323	0272
15884588694	18101213362	20181124195939	0268
19313925217	18101213362	20181102172930	2746
17405139883	19154926260	20180327173607	2198
19683537146	13319935953	20180405024442	1814
14410679238	16569963779	20180905222750	1272
15781588029	17885275338	20180905064658	2055
19683537146	16569963779	20181014092530	2893
18840172592	14930423697	20180915202524	0469
15884588694	14171709460	20180222121651	2040
15781588029	14410679238	20181015204128	1520
14930423697	14171709460	20181013232926	2244
15244749863	19154926260	20180329031557	0759
19313925217	19683537146	20180915022713	2262
14171709460	16569963779	20180901081817	2807
14410679238	14397114174	20180719045834	2457
16574556259	18840172592	20180603123742	2313
16160892861	16574556259	20180120021324	0978
16160892861	18840172592	20180518022620	1209
17405139883	14397114174	20180903023509	1187
17885275338	14171709460	20180709091702	2219
18840172592	15781588029	20181024191058	2339
17405139883	15244749863	20181128011143	0165
17885275338	15305526350	20180310064315	2614
19154926260	19342117869	20180608200520	1030
14930423697	17336673697	20180204223316	1336
15244749863	18101213362	20180729004345	1086
16569963779	17405139883	20180630232239	0269
14410679238	15647679901	20180719144907	2130
15647679901	14171709460	20180328130927	0118
16160892861	17885275338	20180118005659	0895
14930423697	16569963779	20181027124808	1671
15280214634	17405139883	20180226235841	1496
14410679238	15305526350	20181001093118	2916
15280214634	14397114174	20180207022927	0770
17405139883	19342117869	20180716104332	0401
16160892861	15781588029	20180427205337	1304
19602240179	14930423697	20180616151651	0553
19565082510	15781588029	20180118153927	0559
17405139883	14397114174	20180423023341	1058
19602240179	16569963779	20181209133739	2189
16569963779	19565082510	20180201162500	2941
15884588694	18101213362	20180519061000	1172
